"","minlatedeparted","scheddeplocal"
"9564",-11,"11/11/2018 23:00"
"9565",0,"11/11/2018 23:10"
"9566",-19,"11/11/2018 10:55"
"9567",6,"11/11/2018 14:40"
"9568",7,"11/11/2018 18:35"
"9569",6,"11/11/2018 18:20"
"9570",23,"11/11/2018 23:25"
"9571",-16,"11/11/2018 3:55"
"9572",-15,"11/11/2018 13:55"
"9573",-19,"11/11/2018 20:55"
"9574",-17,"11/11/2018 6:50"
"9575",-1,"11/11/2018 11:40"
"9576",-24,"11/11/2018 15:50"
"9577",26,"11/11/2018 18:00"
"9578",-1,"11/11/2018 7:20"
"9579",9,"11/11/2018 13:30"
"9580",-4,"11/11/2018 11:20"
"9581",43,"11/11/2018 17:40"
"9582",-12,"11/11/2018 9:50"
"9583",-18,"11/11/2018 5:50"
"9584",20,"11/11/2018 13:45"
"9585",-14,"11/11/2018 7:30"
"9586",-4,"11/11/2018 16:25"
"9587",-4,"11/11/2018 5:45"
"9588",-16,"11/11/2018 15:55"
"9589",-5,"11/11/2018 20:40"
"9590",33,"11/11/2018 21:45"
"9591",-12,"11/11/2018 8:00"
"9592",-15,"11/11/2018 16:50"
"9593",-18,"11/11/2018 9:55"
"9594",191,"11/11/2018 20:00"
"9595",-15,"11/11/2018 6:00"
"9596",33,"11/11/2018 17:25"
"9597",123,"11/11/2018 18:05"
"9598",160,"11/11/2018 19:30"
"9599",127,"11/11/2018 21:40"
"9600",13,"11/11/2018 10:40"
"9601",-4,"11/11/2018 15:50"
"9602",-13,"11/11/2018 9:10"
"9603",9,"11/11/2018 12:55"
"9604",-2,"11/11/2018 7:10"
"9605",39,"11/11/2018 17:15"
"9606",4,"11/11/2018 16:50"
"9607",47,"11/11/2018 6:40"
"9608",30,"15/12/2018 7:20"
"9609",15,"15/12/2018 23:00"
"9610",-8,"15/12/2018 23:40"
"9611",0,"15/12/2018 3:55"
"9612",59,"15/12/2018 20:55"
"9613",-9,"15/12/2018 6:50"
"9614",0,"15/12/2018 7:20"
"9615",-11,"15/12/2018 5:50"
"9616",5,"15/12/2018 7:30"
"9617",-12,"15/12/2018 6:10"
"9618",60,"15/12/2018 20:40"
"9619",80,"15/12/2018 21:45"
"9620",-17,"15/12/2018 8:00"
"9621",69,"15/12/2018 20:00"
"9622",-18,"15/12/2018 6:00"
"9623",70,"15/12/2018 21:40"
"9624",-15,"15/12/2018 9:10"
"9625",140,"27/03/2019 12:40"
"9626",38,"27/03/2019 0:40"
"9627",13,"31/08/2018 12:55"
"9628",20,"04/02/2019 12:40"
"9629",17,"04/02/2019 0:40"
"9630",0,"29/09/2018 12:55"
"9631",4,"29/09/2018 22:40"
"9632",28,"11/08/2018 12:55"
"9633",23,"19/07/2018 7:50"
"9634",1,"19/07/2018 14:50"
"9635",208,"19/07/2018 23:15"
"9636",-4,"19/07/2018 23:35"
"9637",67,"19/07/2018 12:25"
"9638",-3,"19/07/2018 18:55"
"9639",-8,"19/07/2018 18:25"
"9640",9,"19/07/2018 4:05"
"9641",45,"19/07/2018 14:15"
"9642",203,"19/07/2018 20:40"
"9643",77,"19/07/2018 6:40"
"9644",20,"19/07/2018 4:20"
"9645",17,"19/07/2018 11:50"
"9646",30,"19/07/2018 16:15"
"9647",179,"19/07/2018 17:30"
"9648",5,"19/07/2018 7:20"
"9649",25,"19/07/2018 13:40"
"9650",5,"19/07/2018 11:10"
"9651",45,"19/07/2018 17:45"
"9652",-22,"19/07/2018 9:50"
"9653",-7,"19/07/2018 5:55"
"9654",116,"19/07/2018 13:50"
"9655",-17,"19/07/2018 6:55"
"9656",37,"19/07/2018 10:55"
"9657",0,"19/07/2018 8:55"
"9658",-11,"19/07/2018 7:00"
"9659",97,"19/07/2018 15:35"
"9660",169,"19/07/2018 20:25"
"9661",304,"19/07/2018 17:25"
"9662",116,"19/07/2018 15:40"
"9663",15,"19/07/2018 9:40"
"9664",15,"19/07/2018 3:50"
"9665",271,"19/07/2018 21:10"
"9666",4,"19/07/2018 5:45"
"9667",218,"19/07/2018 18:00"
"9668",189,"19/07/2018 20:00"
"9669",38,"19/07/2018 14:10"
"9670",284,"19/07/2018 16:15"
"9671",-5,"19/07/2018 8:35"
"9672",40,"19/07/2018 12:40"
"9673",10,"19/07/2018 7:15"
"9674",0,"19/07/2018 7:10"
"9675",20,"19/07/2018 8:35"
"9676",5,"19/07/2018 17:00"
"9677",-7,"19/07/2018 6:35"
"9678",-3,"27/03/2019 7:40"
"9679",15,"27/03/2019 8:30"
"9680",0,"27/03/2019 23:00"
"9681",23,"27/03/2019 10:55"
"9682",35,"27/03/2019 14:40"
"9683",60,"27/03/2019 9:50"
"9684",10,"27/03/2019 18:35"
"9685",15,"27/03/2019 6:40"
"9686",107,"27/03/2019 18:20"
"9687",-18,"27/03/2019 3:55"
"9688",5,"27/03/2019 13:55"
"9689",157,"27/03/2019 20:55"
"9690",20,"27/03/2019 6:50"
"9691",3,"27/03/2019 11:40"
"9692",28,"27/03/2019 15:50"
"9693",165,"27/03/2019 18:00"
"9694",0,"27/03/2019 7:20"
"9695",34,"27/03/2019 13:30"
"9696",32,"27/03/2019 11:20"
"9697",190,"27/03/2019 17:40"
"9698",-8,"27/03/2019 5:50"
"9699",78,"27/03/2019 13:45"
"9700",-23,"27/03/2019 7:30"
"9701",-4,"27/03/2019 16:25"
"9702",5,"27/03/2019 6:10"
"9703",147,"27/03/2019 15:55"
"9704",159,"27/03/2019 20:40"
"9705",125,"27/03/2019 16:50"
"9706",9,"27/03/2019 9:55"
"9707",-8,"27/03/2019 6:00"
"9708",115,"27/03/2019 17:25"
"9709",114,"27/03/2019 18:05"
"9710",63,"27/03/2019 10:40"
"9711",65,"27/03/2019 15:50"
"9712",19,"27/03/2019 9:10"
"9713",40,"27/03/2019 12:55"
"9714",39,"27/03/2019 16:45"
"9715",-5,"27/03/2019 7:10"
"9716",-2,"27/03/2019 17:15"
"9717",-2,"27/03/2019 16:50"
"9718",-1,"27/03/2019 8:25"
"9719",1,"11/08/2018 7:40"
"9720",10,"11/08/2018 14:50"
"9721",5,"11/08/2018 23:15"
"9722",0,"11/08/2018 23:35"
"9723",-12,"11/08/2018 12:25"
"9724",1,"11/08/2018 18:55"
"9725",9,"11/08/2018 18:25"
"9726",-13,"11/08/2018 4:05"
"9727",21,"11/08/2018 14:15"
"9728",-13,"11/08/2018 6:40"
"9729",2,"11/08/2018 4:20"
"9730",-16,"11/08/2018 16:15"
"9731",6,"11/08/2018 17:30"
"9732",0,"11/08/2018 7:20"
"9733",-8,"11/08/2018 13:40"
"9734",-52,"11/08/2018 11:10"
"9735",29,"11/08/2018 17:45"
"9736",-6,"11/08/2018 5:55"
"9737",0,"11/08/2018 13:50"
"9738",18,"11/08/2018 10:55"
"9739",-5,"11/08/2018 8:55"
"9740",6,"11/08/2018 7:00"
"9741",7,"11/08/2018 15:35"
"9742",183,"11/08/2018 22:15"
"9743",83,"11/08/2018 17:25"
"9744",-3,"11/08/2018 15:40"
"9745",93,"11/08/2018 9:40"
"9746",-10,"11/08/2018 3:50"
"9747",48,"11/08/2018 21:10"
"9748",15,"11/08/2018 5:45"
"9749",28,"11/08/2018 23:05"
"9750",-12,"11/08/2018 20:00"
"9751",86,"11/08/2018 22:05"
"9752",65,"11/08/2018 14:10"
"9753",98,"11/08/2018 8:35"
"9754",0,"11/08/2018 7:15"
"9755",41,"11/08/2018 7:10"
"9756",-5,"11/08/2018 17:50"
"9757",-6,"11/08/2018 8:35"
"9758",7,"11/08/2018 6:35"
"9759",-3,"29/09/2018 7:40"
"9760",-7,"29/09/2018 14:50"
"9761",-9,"29/09/2018 23:15"
"9762",-12,"29/09/2018 23:35"
"9763",-26,"29/09/2018 12:25"
"9764",9,"29/09/2018 18:55"
"9765",3,"29/09/2018 8:00"
"9766",-9,"29/09/2018 18:25"
"9767",-16,"29/09/2018 4:05"
"9768",35,"29/09/2018 14:15"
"9769",43,"29/09/2018 17:55"
"9770",25,"29/09/2018 20:40"
"9771",-16,"29/09/2018 6:40"
"9772",-19,"29/09/2018 4:20"
"9773",-32,"29/09/2018 11:50"
"9774",-12,"29/09/2018 16:15"
"9775",38,"29/09/2018 17:30"
"9776",5,"29/09/2018 7:20"
"9777",14,"29/09/2018 13:40"
"9778",6,"29/09/2018 11:10"
"9779",7,"29/09/2018 17:45"
"9780",-21,"29/09/2018 9:50"
"9781",-8,"29/09/2018 5:55"
"9782",-1,"29/09/2018 13:50"
"9783",-17,"29/09/2018 6:55"
"9784",-17,"29/09/2018 10:55"
"9785",-18,"29/09/2018 8:55"
"9786",9,"29/09/2018 7:00"
"9787",17,"29/09/2018 15:35"
"9788",-9,"29/09/2018 20:25"
"9789",-6,"29/09/2018 22:15"
"9790",77,"29/09/2018 17:25"
"9791",-14,"29/09/2018 15:40"
"9792",-5,"29/09/2018 9:40"
"9793",-10,"29/09/2018 3:50"
"9794",-26,"29/09/2018 21:10"
"9795",-1,"29/09/2018 5:45"
"9796",-12,"29/09/2018 20:00"
"9797",-1,"29/09/2018 22:05"
"9798",-4,"29/09/2018 14:10"
"9799",-1,"29/09/2018 16:15"
"9800",-19,"29/09/2018 8:35"
"9801",-11,"29/09/2018 12:40"
"9802",0,"29/09/2018 7:15"
"9803",19,"29/09/2018 7:10"
"9804",-3,"29/09/2018 17:50"
"9805",27,"29/09/2018 8:35"
"9806",10,"29/09/2018 6:35"
"9807",-15,"31/08/2018 7:50"
"9808",27,"31/08/2018 14:50"
"9809",-5,"31/08/2018 23:05"
"9810",15,"31/08/2018 12:25"
"9811",20,"31/08/2018 18:55"
"9812",22,"31/08/2018 8:00"
"9813",48,"31/08/2018 18:35"
"9814",-19,"31/08/2018 4:05"
"9815",47,"31/08/2018 14:15"
"9816",141,"31/08/2018 17:55"
"9817",9,"31/08/2018 6:40"
"9818",-10,"31/08/2018 4:20"
"9819",-14,"31/08/2018 11:50"
"9820",-10,"31/08/2018 16:15"
"9821",33,"31/08/2018 17:30"
"9822",5,"31/08/2018 7:20"
"9823",-8,"31/08/2018 13:40"
"9824",-1,"31/08/2018 11:10"
"9825",183,"31/08/2018 17:45"
"9826",30,"31/08/2018 5:55"
"9827",-1,"31/08/2018 13:50"
"9828",-5,"31/08/2018 10:55"
"9829",-28,"31/08/2018 8:55"
"9830",-6,"31/08/2018 9:10"
"9831",25,"31/08/2018 7:00"
"9832",25,"31/08/2018 15:35"
"9833",139,"31/08/2018 17:25"
"9834",22,"31/08/2018 9:50"
"9835",1,"31/08/2018 15:40"
"9836",-11,"31/08/2018 9:40"
"9837",-13,"31/08/2018 3:50"
"9838",23,"31/08/2018 21:10"
"9839",0,"31/08/2018 5:45"
"9840",125,"31/08/2018 18:00"
"9841",105,"31/08/2018 20:00"
"9842",-1,"31/08/2018 22:05"
"9843",2,"31/08/2018 14:10"
"9844",20,"31/08/2018 16:15"
"9845",-6,"31/08/2018 8:35"
"9846",-4,"31/08/2018 12:40"
"9847",-15,"31/08/2018 7:15"
"9848",3,"31/08/2018 7:10"
"9849",22,"31/08/2018 17:00"
"9850",20,"31/08/2018 6:35"
"9851",0,"04/02/2019 7:40"
"9852",15,"04/02/2019 8:30"
"9853",7,"04/02/2019 23:00"
"9854",1,"04/02/2019 23:40"
"9855",-14,"04/02/2019 10:55"
"9856",20,"04/02/2019 14:40"
"9857",-6,"04/02/2019 9:50"
"9858",-2,"04/02/2019 18:35"
"9859",0,"04/02/2019 6:40"
"9860",-3,"04/02/2019 18:20"
"9861",-19,"04/02/2019 3:55"
"9862",43,"04/02/2019 13:55"
"9863",78,"04/02/2019 20:55"
"9864",-9,"04/02/2019 6:50"
"9865",-9,"04/02/2019 11:40"
"9866",19,"04/02/2019 15:50"
"9867",30,"04/02/2019 18:00"
"9868",0,"04/02/2019 7:20"
"9869",-3,"04/02/2019 13:30"
"9870",-10,"04/02/2019 11:20"
"9871",-5,"04/02/2019 17:40"
"9872",-4,"04/02/2019 5:50"
"9873",10,"04/02/2019 13:45"
"9874",5,"04/02/2019 7:30"
"9875",4,"04/02/2019 16:25"
"9876",-7,"04/02/2019 6:10"
"9877",-12,"04/02/2019 15:55"
"9878",-1,"04/02/2019 20:40"
"9879",51,"04/02/2019 21:45"
"9880",-11,"04/02/2019 8:00"
"9881",-8,"04/02/2019 16:50"
"9882",-17,"04/02/2019 9:55"
"9883",20,"04/02/2019 20:00"
"9884",5,"04/02/2019 6:00"
"9885",69,"04/02/2019 17:25"
"9886",55,"04/02/2019 18:05"
"9887",55,"04/02/2019 19:30"
"9888",71,"04/02/2019 21:40"
"9889",-6,"04/02/2019 10:40"
"9890",-7,"04/02/2019 15:50"
"9891",-4,"04/02/2019 9:10"
"9892",11,"04/02/2019 12:55"
"9893",27,"04/02/2019 15:25"
"9894",-2,"04/02/2019 16:50"
"9895",-3,"04/02/2019 6:40"
"9896",19,"27/12/2018 12:40"
"9897",19,"27/12/2018 0:40"
"9898",19,"08/03/2019 7:20"
"9899",-13,"08/03/2019 8:30"
"9900",-11,"08/03/2019 23:00"
"9901",1,"08/03/2019 23:10"
"9902",35,"08/03/2019 10:55"
"9903",-7,"08/03/2019 14:40"
"9904",100,"08/03/2019 9:50"
"9905",7,"08/03/2019 18:35"
"9906",11,"08/03/2019 18:20"
"9907",-26,"08/03/2019 3:55"
"9908",141,"08/03/2019 13:55"
"9909",180,"08/03/2019 20:55"
"9910",24,"08/03/2019 6:50"
"9911",55,"08/03/2019 11:40"
"9912",75,"08/03/2019 15:50"
"9913",143,"08/03/2019 18:00"
"9914",23,"08/03/2019 7:20"
"9915",-18,"08/03/2019 13:30"
"9916",18,"08/03/2019 11:20"
"9917",57,"08/03/2019 17:40"
"9918",-5,"08/03/2019 5:50"
"9919",69,"08/03/2019 13:45"
"9920",-11,"08/03/2019 7:30"
"9921",11,"08/03/2019 16:25"
"9922",-8,"08/03/2019 5:45"
"9923",82,"08/03/2019 15:55"
"9924",23,"08/03/2019 20:40"
"9925",105,"08/03/2019 21:45"
"9926",10,"08/03/2019 8:00"
"9927",-7,"08/03/2019 16:50"
"9928",25,"08/03/2019 9:55"
"9929",186,"08/03/2019 20:00"
"9930",-16,"08/03/2019 6:00"
"9931",124,"08/03/2019 17:25"
"9932",177,"08/03/2019 18:05"
"9933",199,"08/03/2019 19:30"
"9934",77,"08/03/2019 21:40"
"9935",91,"08/03/2019 10:40"
"9936",50,"08/03/2019 15:50"
"9937",21,"08/03/2019 9:10"
"9938",47,"08/03/2019 12:55"
"9939",-12,"08/03/2019 0:05"
"9940",22,"08/03/2019 7:10"
"9941",11,"08/03/2019 15:25"
"9942",20,"08/03/2019 10:45"
"9943",60,"08/03/2019 16:50"
"9944",15,"27/12/2018 7:20"
"9945",-15,"27/12/2018 8:30"
"9946",0,"27/12/2018 23:00"
"9947",0,"27/12/2018 16:35"
"9948",-5,"27/12/2018 23:40"
"9949",1,"27/12/2018 10:55"
"9950",13,"27/12/2018 14:40"
"9951",10,"27/12/2018 18:35"
"9952",-11,"27/12/2018 9:35"
"9953",19,"27/12/2018 18:20"
"9954",-12,"27/12/2018 3:55"
"9955",2,"27/12/2018 13:55"
"9956",41,"27/12/2018 20:55"
"9957",-10,"27/12/2018 6:50"
"9958",-15,"27/12/2018 11:40"
"9959",3,"27/12/2018 15:50"
"9960",-18,"27/12/2018 18:00"
"9961",-12,"27/12/2018 7:20"
"9962",-6,"27/12/2018 13:30"
"9963",-8,"27/12/2018 11:20"
"9964",41,"27/12/2018 17:40"
"9965",-11,"27/12/2018 9:50"
"9966",5,"27/12/2018 5:50"
"9967",50,"27/12/2018 13:45"
"9968",-17,"27/12/2018 7:30"
"9969",-19,"27/12/2018 5:45"
"9970",13,"27/12/2018 15:55"
"9971",76,"27/12/2018 20:40"
"9972",125,"27/12/2018 21:45"
"9973",-4,"27/12/2018 8:00"
"9974",-5,"27/12/2018 16:50"
"9975",0,"27/12/2018 9:55"
"9976",14,"27/12/2018 20:00"
"9977",-4,"27/12/2018 6:00"
"9978",11,"27/12/2018 17:25"
"9979",120,"27/12/2018 18:05"
"9980",262,"27/12/2018 19:30"
"9981",-10,"27/12/2018 10:40"
"9982",-17,"27/12/2018 15:50"
"9983",-4,"27/12/2018 8:45"
"9984",-14,"27/12/2018 12:55"
"9985",-2,"27/12/2018 0:05"
"9986",0,"27/12/2018 7:10"
"9987",15,"27/12/2018 16:50"
"9988",25,"27/12/2018 17:15"
"9989",4,"27/12/2018 6:40"
"9990",0,"12/05/2018 12:55"
"9991",9,"12/06/2018 7:50"
"9992",-4,"12/06/2018 14:50"
"9993",24,"12/06/2018 23:05"
"9994",55,"12/06/2018 12:25"
"9995",20,"12/06/2018 18:55"
"9996",5,"12/06/2018 8:00"
"9997",-12,"12/06/2018 18:25"
"9998",80,"12/06/2018 23:25"
"9999",15,"12/06/2018 4:05"
"10000",72,"12/06/2018 14:15"
"10001",33,"12/06/2018 17:55"
"10002",4,"12/06/2018 20:40"
"10003",0,"12/06/2018 6:40"
"10004",10,"12/06/2018 4:20"
"10005",25,"12/06/2018 11:50"
"10006",-4,"12/06/2018 16:15"
"10007",145,"12/06/2018 17:30"
"10008",37,"12/06/2018 7:20"
"10009",-15,"12/06/2018 13:40"
"10010",-7,"12/06/2018 11:10"
"10011",70,"12/06/2018 17:45"
"10012",-2,"12/06/2018 9:50"
"10013",-7,"12/06/2018 5:55"
"10014",70,"12/06/2018 13:50"
"10015",0,"12/06/2018 6:55"
"10016",-10,"12/06/2018 10:55"
"10017",-10,"12/06/2018 8:55"
"10018",4,"12/06/2018 7:00"
"10019",4,"12/06/2018 15:35"
"10020",64,"12/06/2018 20:25"
"10021",49,"12/06/2018 22:15"
"10022",-17,"12/06/2018 15:40"
"10023",82,"12/06/2018 9:40"
"10024",-7,"12/06/2018 3:50"
"10025",49,"12/06/2018 21:10"
"10026",81,"12/06/2018 5:45"
"10027",32,"12/06/2018 18:00"
"10028",-12,"12/06/2018 20:00"
"10029",60,"12/06/2018 22:05"
"10030",98,"12/06/2018 14:10"
"10031",56,"12/06/2018 16:15"
"10032",12,"12/06/2018 8:35"
"10033",6,"12/06/2018 12:40"
"10034",64,"12/06/2018 6:35"
"10035",132,"12/06/2018 7:15"
"10036",4,"12/06/2018 7:10"
"10037",15,"12/06/2018 8:35"
"10038",2,"12/06/2018 17:00"
"10039",10,"12/06/2018 6:35"
"10040",0,"12/05/2018 7:40"
"10041",-4,"12/05/2018 14:50"
"10042",2,"12/05/2018 23:35"
"10043",20,"12/05/2018 12:25"
"10044",-5,"12/05/2018 18:55"
"10045",5,"12/05/2018 8:00"
"10046",-8,"12/05/2018 18:25"
"10047",-6,"12/05/2018 4:05"
"10048",-3,"12/05/2018 14:15"
"10049",64,"12/05/2018 17:55"
"10050",-17,"12/05/2018 20:40"
"10051",36,"12/05/2018 6:40"
"10052",-4,"12/05/2018 4:20"
"10053",4,"12/05/2018 11:50"
"10054",-3,"12/05/2018 16:15"
"10055",15,"12/05/2018 17:30"
"10056",24,"12/05/2018 7:20"
"10057",9,"12/05/2018 13:40"
"10058",12,"12/05/2018 11:10"
"10059",-30,"12/05/2018 17:45"
"10060",25,"12/05/2018 9:50"
"10061",2,"12/05/2018 5:55"
"10062",70,"12/05/2018 13:50"
"10063",-5,"12/05/2018 6:55"
"10064",9,"12/05/2018 10:55"
"10065",-15,"12/05/2018 8:55"
"10066",28,"12/05/2018 7:00"
"10067",-8,"12/05/2018 15:35"
"10068",4,"12/05/2018 20:25"
"10069",-17,"12/05/2018 22:15"
"10070",40,"12/05/2018 17:25"
"10071",19,"12/05/2018 15:40"
"10072",56,"12/05/2018 9:40"
"10073",9,"12/05/2018 3:50"
"10074",-14,"12/05/2018 21:10"
"10075",6,"12/05/2018 5:45"
"10076",0,"12/05/2018 18:00"
"10077",-10,"12/05/2018 23:05"
"10078",0,"12/05/2018 20:00"
"10079",54,"12/05/2018 22:05"
"10080",-4,"12/05/2018 14:10"
"10081",-13,"12/05/2018 16:15"
"10082",-18,"12/05/2018 8:35"
"10083",-17,"12/05/2018 12:40"
"10084",53,"12/05/2018 5:40"
"10085",-6,"12/05/2018 7:15"
"10086",-1,"12/05/2018 7:10"
"10087",5,"12/05/2018 8:35"
"10088",-9,"12/05/2018 17:00"
"10089",-4,"12/05/2018 6:35"
"10090",-12,"08/10/2018 12:55"
"10091",22,"08/10/2018 22:40"
"10092",8,"03/08/2018 12:55"
"10093",7,"08/10/2018 7:40"
"10094",-4,"08/10/2018 14:50"
"10095",-8,"08/10/2018 23:15"
"10096",-2,"08/10/2018 23:35"
"10097",-17,"08/10/2018 18:55"
"10098",-5,"08/10/2018 18:35"
"10099",0,"08/10/2018 4:05"
"10100",-25,"08/10/2018 14:15"
"10101",-16,"08/10/2018 17:55"
"10102",-15,"08/10/2018 20:40"
"10103",-16,"08/10/2018 6:40"
"10104",-8,"08/10/2018 4:20"
"10105",-5,"08/10/2018 11:50"
"10106",-10,"08/10/2018 16:15"
"10107",-19,"08/10/2018 17:30"
"10108",-1,"08/10/2018 7:20"
"10109",-6,"08/10/2018 13:40"
"10110",0,"08/10/2018 11:10"
"10111",-5,"08/10/2018 17:45"
"10112",-11,"08/10/2018 9:50"
"10113",-10,"08/10/2018 5:55"
"10114",-6,"08/10/2018 13:50"
"10115",-12,"08/10/2018 6:55"
"10116",-24,"08/10/2018 10:55"
"10117",-15,"08/10/2018 8:55"
"10118",-5,"08/10/2018 9:10"
"10119",-15,"08/10/2018 7:00"
"10120",-19,"08/10/2018 15:35"
"10121",-11,"08/10/2018 20:25"
"10122",-17,"08/10/2018 22:15"
"10123",15,"08/10/2018 17:25"
"10124",-16,"08/10/2018 15:40"
"10125",-10,"08/10/2018 9:40"
"10126",-17,"08/10/2018 3:50"
"10127",-20,"08/10/2018 21:10"
"10128",-14,"08/10/2018 5:45"
"10129",0,"08/10/2018 18:00"
"10130",-36,"08/10/2018 23:05"
"10131",-26,"08/10/2018 20:00"
"10132",-19,"08/10/2018 22:05"
"10133",-8,"08/10/2018 14:10"
"10134",-16,"08/10/2018 16:15"
"10135",-6,"08/10/2018 8:35"
"10136",0,"08/10/2018 12:40"
"10137",-1,"08/10/2018 7:15"
"10138",-10,"08/10/2018 7:10"
"10139",-7,"08/10/2018 17:00"
"10140",0,"08/10/2018 6:35"
"10141",8,"10/11/2018 12:40"
"10142",-2,"10/11/2018 0:40"
"10143",61,"22/02/2019 12:40"
"10144",12,"22/02/2019 0:40"
"10145",-8,"03/08/2018 7:50"
"10146",-6,"03/08/2018 14:50"
"10147",27,"03/08/2018 23:05"
"10148",-15,"03/08/2018 12:25"
"10149",-16,"03/08/2018 18:55"
"10150",9,"03/08/2018 8:00"
"10151",-18,"03/08/2018 18:35"
"10152",-12,"03/08/2018 23:25"
"10153",-7,"03/08/2018 4:05"
"10154",15,"03/08/2018 14:15"
"10155",62,"03/08/2018 17:55"
"10156",0,"03/08/2018 6:40"
"10157",-10,"03/08/2018 4:20"
"10158",-8,"03/08/2018 11:50"
"10159",12,"03/08/2018 16:15"
"10160",-5,"03/08/2018 17:30"
"10161",39,"03/08/2018 7:20"
"10162",12,"03/08/2018 13:40"
"10163",-1,"03/08/2018 11:10"
"10164",12,"03/08/2018 17:45"
"10165",-2,"03/08/2018 9:50"
"10166",-4,"03/08/2018 5:55"
"10167",-10,"03/08/2018 13:50"
"10168",-18,"03/08/2018 10:55"
"10169",-5,"03/08/2018 8:55"
"10170",-15,"03/08/2018 9:10"
"10171",-17,"03/08/2018 7:00"
"10172",-24,"03/08/2018 15:35"
"10173",0,"03/08/2018 22:15"
"10174",31,"03/08/2018 17:25"
"10175",10,"03/08/2018 15:40"
"10176",8,"03/08/2018 9:40"
"10177",-15,"03/08/2018 3:50"
"10178",12,"03/08/2018 21:10"
"10179",-10,"03/08/2018 5:45"
"10180",-3,"03/08/2018 18:00"
"10181",45,"03/08/2018 20:00"
"10182",23,"03/08/2018 22:05"
"10183",35,"03/08/2018 14:10"
"10184",21,"03/08/2018 16:15"
"10185",-16,"03/08/2018 8:35"
"10186",38,"03/08/2018 12:40"
"10187",-2,"03/08/2018 7:15"
"10188",14,"03/08/2018 7:10"
"10189",11,"03/08/2018 17:00"
"10190",0,"03/08/2018 6:35"
"10191",104,"14/07/2018 12:55"
"10192",18,"03/09/2018 12:55"
"10193",27,"03/09/2018 22:40"
"10194",27,"20/01/2019 12:40"
"10195",397,"20/01/2019 0:40"
"10196",15,"10/11/2018 7:20"
"10197",10,"10/11/2018 8:30"
"10198",4,"10/11/2018 23:00"
"10199",10,"10/11/2018 16:35"
"10200",61,"10/11/2018 10:55"
"10201",63,"10/11/2018 14:40"
"10202",20,"10/11/2018 18:35"
"10203",0,"10/11/2018 8:45"
"10204",60,"10/11/2018 18:20"
"10205",-8,"10/11/2018 3:55"
"10206",12,"10/11/2018 13:55"
"10207",-7,"10/11/2018 6:50"
"10208",16,"10/11/2018 11:40"
"10209",17,"10/11/2018 15:50"
"10210",60,"10/11/2018 18:00"
"10211",-1,"10/11/2018 7:20"
"10212",-10,"10/11/2018 13:30"
"10213",22,"10/11/2018 11:20"
"10214",40,"10/11/2018 17:40"
"10215",33,"10/11/2018 9:50"
"10216",-1,"10/11/2018 5:50"
"10217",55,"10/11/2018 13:45"
"10218",-14,"10/11/2018 7:30"
"10219",7,"10/11/2018 6:10"
"10220",-11,"10/11/2018 15:55"
"10221",71,"10/11/2018 20:40"
"10222",78,"10/11/2018 21:45"
"10223",-4,"10/11/2018 8:00"
"10224",120,"10/11/2018 16:50"
"10225",7,"10/11/2018 9:55"
"10226",43,"10/11/2018 20:00"
"10227",6,"10/11/2018 6:00"
"10228",175,"10/11/2018 17:25"
"10229",134,"10/11/2018 18:05"
"10230",132,"10/11/2018 19:30"
"10231",93,"10/11/2018 21:40"
"10232",12,"10/11/2018 10:40"
"10233",3,"10/11/2018 15:50"
"10234",-15,"10/11/2018 9:10"
"10235",60,"10/11/2018 12:55"
"10236",23,"10/11/2018 7:10"
"10237",45,"10/11/2018 17:15"
"10238",57,"10/11/2018 16:50"
"10239",0,"10/11/2018 6:40"
"10240",15,"18/04/2019 12:55"
"10241",66,"18/04/2019 22:40"
"10242",1456,"11/03/2019 0:40"
"10243",-6,"03/09/2018 7:40"
"10244",-16,"03/09/2018 14:50"
"10245",-15,"03/09/2018 23:15"
"10246",0,"03/09/2018 23:35"
"10247",52,"03/09/2018 12:25"
"10248",-21,"03/09/2018 18:55"
"10249",-9,"03/09/2018 8:00"
"10250",-12,"03/09/2018 18:35"
"10251",-20,"03/09/2018 4:05"
"10252",-5,"03/09/2018 14:15"
"10253",-14,"03/09/2018 17:55"
"10254",-8,"03/09/2018 20:40"
"10255",-23,"03/09/2018 6:40"
"10256",-15,"03/09/2018 4:20"
"10257",-20,"03/09/2018 11:50"
"10258",-14,"03/09/2018 16:15"
"10259",-20,"03/09/2018 17:30"
"10260",-14,"03/09/2018 7:20"
"10261",5,"03/09/2018 13:40"
"10262",-8,"03/09/2018 11:10"
"10263",50,"03/09/2018 17:45"
"10264",-10,"03/09/2018 9:50"
"10265",-18,"03/09/2018 5:55"
"10266",9,"03/09/2018 13:50"
"10267",-2,"03/09/2018 6:55"
"10268",-15,"03/09/2018 10:55"
"10269",12,"03/09/2018 8:55"
"10270",-17,"03/09/2018 9:10"
"10271",-3,"03/09/2018 7:00"
"10272",-17,"03/09/2018 15:35"
"10273",20,"03/09/2018 20:25"
"10274",62,"03/09/2018 22:15"
"10275",60,"03/09/2018 17:25"
"10276",-3,"03/09/2018 15:40"
"10277",15,"03/09/2018 9:40"
"10278",90,"03/09/2018 3:50"
"10279",25,"03/09/2018 21:10"
"10280",-19,"03/09/2018 5:45"
"10281",74,"03/09/2018 18:00"
"10282",-28,"03/09/2018 23:05"
